Date,RPi version,Round,Colony,RPi,Experiment,Treatment,Tube,Flipped_tube,Solution,Start,End,Change,Survival,Recording,Remained_escaped,Start_t,Stop_t,Model,Additional_notes,Exclude
13/05/2026,5,9,MY1,20,Amygdalin,Control,R,L,S,3.3582,3.3076,0.0506,0,1,1,14:45,14:48,YOLO_tubes,,
14/05/2026,4,10,MY1,1,Amygdalin,Control,L,R,S,3.412,3.056,0.356,1,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,4,10,MY1,1,Amygdalin,Control,R,L,S,3.4532,3.2159,0.2373,1,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,4,10,MY1,2,Amygdalin,2.5mM,L,R,S,3.3793,2.9829,0.3964,1,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,4,10,MY1,2,Amygdalin,2.5mM,R,L,2.5mM,3.3714,3.2847,0.0867,1,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,4,10,MY1,3,Amygdalin,5mM,L,R,5mM,3.2883,3.1537,0.1346,1,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,4,10,MY1,3,Amygdalin,5mM,R,L,S,3.3539,3.0381,0.3158,1,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,4,10,MY1,4,Amygdalin,0.1mM,L,R,S,3.4554,3.3353,0.1201,1,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,4,10,MY1,4,Amygdalin,0.1mM,R,L,0.1mM,3.2899,2.9002,0.3897,1,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,4,10,MY1,5,Amygdalin,0.5mM,L,R,S,3.4827,3.2321,0.2506,1,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,4,10,MY1,5,Amygdalin,0.5mM,R,L,0.5mM,3.3136,3.0623,0.2513,1,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,4,10,MY1,6,Amygdalin,Control,L,R,S,3.3888,3.1387,0.2501,1,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,4,10,MY1,6,Amygdalin,Control,R,L,S,3.3612,3.0765,0.2847,1,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,4,10,MY1,7,Amygdalin,5mM,L,R,S,3.3175,3.1177,0.1998,1,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,4,10,MY1,7,Amygdalin,5mM,R,L,5mM,3.2972,3.1835,0.1137,1,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,4,10,MY1,8,Amygdalin,2.5mM,L,R,S,3.4155,3.226,0.1895,0,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,4,10,MY1,8,Amygdalin,2.5mM,R,L,2.5mM,3.4111,3.3263,0.0848,0,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,4,10,MY1,9,Amygdalin,0.5mM,L,R,S,3.3057,3.098,0.2077,1,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,4,10,MY1,9,Amygdalin,0.5mM,R,L,0.5mM,3.483,3.2226,0.2604,1,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,4,10,MY1,10,Amygdalin,0.1mM,L,R,0.1mM,3.3718,3.1785,0.1933,1,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,4,10,MY1,10,Amygdalin,0.1mM,R,L,S,3.3556,3.1671,0.1885,1,1,1,13:35,14:15,YOLO_tubes,,
14/05/2026,5,11,MY4,11,Amygdalin,0.5mM,L,R,S,3.2129,3.1669,0.046,1,1,1,15:23,15:24,YOLO_tubes,,
14/05/2026,5,11,MY4,11,Amygdalin,0.5mM,R,L,0.5mM,3.3832,3.3594,0.0238,1,1,1,15:23,15:24,YOLO_tubes,,
14/05/2026,5,11,MY4,12,Amygdalin,2.5mM,L,R,S,3.2483,3.2099,0.0384,1,1,1,15:23,15:24,YOLO_tubes,,
14/05/2026,5,11,MY4,12,Amygdalin,2.5mM,R,L,2.5mM,3.3702,3.3384,0.0318,1,1,1,15:23,15:24,YOLO_tubes,,
14/05/2026,5,11,MY4,13,Amygdalin,5mM,L,R,5mM,3.1354,3.0906,0.0448,1,1,1,15:23,15:24,YOLO_tubes,,
14/05/2026,5,11,MY4,13,Amygdalin,5mM,R,L,S,3.3093,3.2811,0.0282,1,1,1,15:23,15:24,YOLO_tubes,,
14/05/2026,5,11,MY4,14,Amygdalin,0.1mM,L,R,S,3.3069,3.2731,0.0338,1,1,1,15:23,15:24,YOLO_tubes,,
14/05/2026,5,11,MY4,14,Amygdalin,0.1mM,R,L,0.1mM,3.2189,3.1765,0.0424,1,1,1,15:23,15:24,YOLO_tubes,,
14/05/2026,5,11,MY4,15,Amygdalin,Control,L,R,S,3.3504,3.2699,0.0805,1,1,1,15:23,15:24,YOLO_tubes,,
14/05/2026,5,11,MY4,15,Amygdalin,Control,R,L,S,3.3136,3.1926,0.121,1,1,1,15:23,15:24,YOLO_tubes,,
14/05/2026,5,11,MY4,16,Amygdalin,2.5mM,L,R,2.5mM,3.3541,3.2658,0.0883,1,1,1,15:23,15:24,YOLO_tubes,,
14/05/2026,5,11,MY4,16,Amygdalin,2.5mM,R,L,S,3.3424,3.2771,0.0653,1,1,1,15:23,15:24,YOLO_tubes,,
14/05/2026,5,11,MY4,17,Amygdalin,5mM,L,R,S,3.3563,3.274,0.0823,1,1,1,15:23,15:24,YOLO_tubes,,
14/05/2026,5,11,MY4,17,Amygdalin,5mM,R,L,5mM,3.3275,3.2871,0.0404,1,1,1,15:23,15:24,YOLO_tubes,,
14/05/2026,5,11,MY4,18,Amygdalin,Control,L,R,S,3.38,2.6174,0.7626,1,1,1,15:23,15:24,YOLO_tubes,,
14/05/2026,5,11,MY4,18,Amygdalin,Control,R,L,S,3.3843,3.3397,0.0446,1,1,1,15:23,15:24,YOLO_tubes,,
14/05/2026,5,11,MY4,19,Amygdalin,0.1mM,L,R,S,NA,,#VALUE!,1,1,1,15:23,15:24,YOLO_tubes,,
14/05/2026,5,11,MY4,19,Amygdalin,0.1mM,R,L,0.1mM,NA,,#VALUE!,1,1,1,15:23,15:24,YOLO_tubes,,
14/05/2026,5,11,MY4,20,Amygdalin,0.5mM,L,R,S,3.3715,3.329,0.0425,1,1,1,15:23,15:24,YOLO_tubes,,
14/05/2026,5,11,MY4,20,Amygdalin,0.5mM,R,L,0.5mM,3.3338,3.2357,0.0981,1,1,1,15:23,15:24,YOLO_tubes,,
15/05/2026,4,12,MY1,1,Amygdalin,0.5mM,L,R,S,3.3277,3.1594,0.1683,1,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,4,12,MY1,1,Amygdalin,0.5mM,R,L,0.5mM,3.2365,3.0624,0.1741,1,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,4,12,MY1,2,Amygdalin,0.1mM,L,R,S,3.2779,2.857,0.4209,1,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,4,12,MY1,2,Amygdalin,0.1mM,R,L,0.1mM,3.2052,2.9841,0.2211,1,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,4,12,MY1,3,Amygdalin,5mM,L,R,5mM,3.4041,3.2861,0.118,1,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,4,12,MY1,3,Amygdalin,5mM,R,L,S,3.3023,3.0442,0.2581,1,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,4,12,MY1,4,Amygdalin,Control,L,R,S,3.459,3.3139,0.1451,1,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,4,12,MY1,4,Amygdalin,Control,R,L,S,3.4278,3.1002,0.3276,1,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,4,12,MY1,5,Amygdalin,2.5mM,L,R,S,3.3436,3.1265,0.2171,0,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,4,12,MY1,5,Amygdalin,2.5mM,R,L,2.5mM,3.3357,3.2096,0.1261,0,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,4,12,MY1,6,Amygdalin,0.5mM,L,R,S,3.4189,3.1279,0.291,1,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,4,12,MY1,6,Amygdalin,0.5mM,R,L,0.5mM,3.4206,3.3192,0.1014,1,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,4,12,MY1,7,Amygdalin,2.5mM,L,R,2.5mM,3.3563,3.2916,0.0647,0,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,4,12,MY1,7,Amygdalin,2.5mM,R,L,S,3.4614,3.3092,0.1522,0,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,4,12,MY1,8,Amygdalin,Control,L,R,S,3.4385,3.2509,0.1876,0,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,4,12,MY1,8,Amygdalin,Control,R,L,S,3.3689,3.0375,0.3314,0,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,4,12,MY1,9,Amygdalin,0.1mM,L,R,0.1mM,3.2948,2.98,0.3148,1,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,4,12,MY1,9,Amygdalin,0.1mM,R,L,S,3.3078,3.2401,0.0677,1,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,4,12,MY1,10,Amygdalin,5mM,L,R,5mM,3.4552,3.3331,0.1221,1,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,4,12,MY1,10,Amygdalin,5mM,R,L,S,3.3254,3.0536,0.2718,1,1,1,15:19,15:20,YOLO_tubes,,
15/05/2026,5,13,MY4,11,Amygdalin,5mM,L,R,S,3.4283,3.3547,0.0736,0,1,1,15:55,15:56,YOLO_tubes,,
15/05/2026,5,13,MY4,11,Amygdalin,5mM,R,L,5mM,3.2514,3.2143,0.0371,0,1,1,15:55,15:56,YOLO_tubes,,
15/05/2026,5,13,MY4,12,Amygdalin,Control,L,R,S,3.356,3.3073,0.0487,0,1,1,15:55,15:56,YOLO_tubes,,
15/05/2026,5,13,MY4,12,Amygdalin,Control,R,L,S,3.3477,3.3004,0.0473,0,1,1,15:55,15:56,YOLO_tubes,,
15/05/2026,5,13,MY4,13,Amygdalin,0.5mM,L,R,S,3.38,3.3258,0.0542,0,1,1,15:55,15:56,YOLO_tubes,,
15/05/2026,5,13,MY4,13,Amygdalin,0.5mM,R,L,0.5mM,3.4425,3.3562,0.0863,0,1,1,15:55,15:56,YOLO_tubes,,
15/05/2026,5,13,MY4,14,Amygdalin,0.1mM,L,R,S,3.3779,3.3384,0.0395,0,1,1,15:55,15:56,YOLO_tubes,,
15/05/2026,5,13,MY4,14,Amygdalin,0.1mM,R,L,0.1mM,3.2917,3.2427,0.049,0,1,1,15:55,15:56,YOLO_tubes,,
15/05/2026,5,13,MY4,15,Amygdalin,2.5mM,L,R,2.5mM,3.2598,3.1979,0.0619,1,1,1,15:55,15:56,YOLO_tubes,,
15/05/2026,5,13,MY4,15,Amygdalin,2.5mM,R,L,S,3.3423,3.2844,0.0579,1,1,1,15:55,15:56,YOLO_tubes,,
15/05/2026,5,13,MY4,16,Amygdalin,0.1mM,L,R,0.1mM,3.3738,3.2843,0.0895,0,1,1,15:55,15:56,YOLO_tubes,,
15/05/2026,5,13,MY4,16,Amygdalin,0.1mM,R,L,S,3.3391,3.283,0.0561,0,1,1,15:55,15:56,YOLO_tubes,,
15/05/2026,5,13,MY4,17,Amygdalin,2.5mM,L,R,S,3.3392,3.2653,0.0739,0,1,1,15:55,15:56,YOLO_tubes,,
15/05/2026,5,13,MY4,17,Amygdalin,2.5mM,R,L,2.5mM,3.3979,3.2382,0.1597,0,1,1,15:55,15:56,YOLO_tubes,,
15/05/2026,5,13,MY4,18,Amygdalin,Control,L,R,S,3.2833,3.2061,0.0772,1,1,1,15:55,15:56,YOLO_tubes,,
15/05/2026,5,13,MY4,18,Amygdalin,Control,R,L,S,3.362,3.2897,0.0723,1,1,1,15:55,15:56,YOLO_tubes,,
15/05/2026,5,13,MY4,19,Amygdalin,0.5mM,L,R,NA,NA,NA,NA,NA,0,1,15:55,15:56,YOLO_tubes,,
15/05/2026,5,13,MY4,19,Amygdalin,0.5mM,R,L,NA,NA,NA,NA,NA,0,1,15:55,15:56,YOLO_tubes,,
15/05/2026,5,13,MY4,20,Amygdalin,5mM,L,R,S,3.3711,3.2819,0.0892,1,1,1,15:55,15:56,YOLO_tubes,,
15/05/2026,5,13,MY4,20,Amygdalin,5mM,R,L,5mM,3.1831,3.1044,0.0787,1,1,1,15:55,15:56,YOLO_tubes,,
18/05/2026,4,14,MY1,1,Amygdalin,0.5mM,L,R,0.5mM,3.4322,3.3404,0.0918,1,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,4,14,MY1,1,Amygdalin,0.5mM,R,L,S,3.4045,3.0995,0.305,1,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,4,14,MY1,2,Amygdalin,2.5mM,L,R,2.5mM,3.3385,3.2014,0.1371,1,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,4,14,MY1,2,Amygdalin,2.5mM,R,L,S,3.3901,3.138,0.2521,1,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,4,14,MY1,3,Amygdalin,0.1mM,L,R,S,3.3547,3.2757,0.079,0,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,4,14,MY1,3,Amygdalin,0.1mM,R,L,0.1mM,3.3565,3.2459,0.1106,0,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,4,14,MY1,4,Amygdalin,Control,L,R,S,3.3521,3.2465,0.1056,1,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,4,14,MY1,4,Amygdalin,Control,R,L,S,3.3876,3.1432,0.2444,1,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,4,14,MY1,5,Amygdalin,5mM,L,R,5mM,3.2961,3.2179,0.0782,0,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,4,14,MY1,5,Amygdalin,5mM,R,L,S,3.4254,3.3516,0.0738,0,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,4,14,MY1,6,Amygdalin,5mM,L,R,5mM,3.44,3.2678,0.1722,1,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,4,14,MY1,6,Amygdalin,5mM,R,L,S,3.3864,2.9252,0.4612,1,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,4,14,MY1,7,Amygdalin,0.1mM,L,R,S,3.2844,3.0924,0.192,0,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,4,14,MY1,7,Amygdalin,0.1mM,R,L,0.1mM,3.4264,3.2553,0.1711,0,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,4,14,MY1,8,Amygdalin,0.5mM,L,R,S,3.3828,3.0313,0.3515,1,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,4,14,MY1,8,Amygdalin,0.5mM,R,L,0.5mM,3.3845,3.2997,0.0848,1,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,4,14,MY1,9,Amygdalin,2.5mM,L,R,2.5mM,3.3347,2.9695,0.3652,1,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,4,14,MY1,9,Amygdalin,2.5mM,R,L,S,3.3064,3.1761,0.1303,1,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,4,14,MY1,10,Amygdalin,Control,L,R,S,3.3654,3.1679,0.1975,1,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,4,14,MY1,10,Amygdalin,Control,R,L,S,3.3648,3.049,0.3158,1,1,1,11:20,11:26,YOLO_tubes,,
18/05/2026,5,15,MY1,11,Amygdalin,Control,L,R,S,3.3945,3.3545,0.04,0,1,1,11:50,11:57,YOLO_tubes,,
18/05/2026,5,15,MY1,11,Amygdalin,Control,R,L,S,3.341,3.2765,0.0645,0,1,1,11:50,11:57,YOLO_tubes,,
18/05/2026,5,15,MY1,12,Amygdalin,0.1mM,L,R,S,3.3636,3.3317,0.0319,0,1,1,11:50,11:57,YOLO_tubes,,
18/05/2026,5,15,MY1,12,Amygdalin,0.1mM,R,L,0.1mM,3.3049,3.2636,0.0413,0,1,1,11:50,11:57,YOLO_tubes,,
18/05/2026,5,15,MY1,13,Amygdalin,2.5mM,L,R,2.5mM,3.2664,3.23,0.0364,0,1,1,11:50,11:57,YOLO_tubes,,
18/05/2026,5,15,MY1,13,Amygdalin,2.5mM,R,L,S,3.4084,3.3172,0.0912,0,1,1,11:50,11:57,YOLO_tubes,,
18/05/2026,5,15,MY1,14,Amygdalin,5mM,L,R,5mM,3.2572,3.1966,0.0606,0,1,1,11:50,11:57,YOLO_tubes,,
18/05/2026,5,15,MY1,14,Amygdalin,5mM,R,L,S,3.4442,3.3226,0.1216,0,1,1,11:50,11:57,YOLO_tubes,,
18/05/2026,5,15,MY1,15,Amygdalin,0.5mM,L,R,0.5mM,3.205,3.1684,0.0366,0,1,1,11:50,11:57,YOLO_tubes,,
18/05/2026,5,15,MY1,15,Amygdalin,0.5mM,R,L,S,3.3092,3.2779,0.0313,0,1,1,11:50,11:57,YOLO_tubes,,
18/05/2026,5,15,MY1,16,Amygdalin,0.5mM,L,R,S,3.3627,3.2703,0.0924,0,1,1,11:50,11:57,YOLO_tubes,,
18/05/2026,5,15,MY1,16,Amygdalin,0.5mM,R,L,0.5mM,3.2346,3.1979,0.0367,0,1,1,11:50,11:57,YOLO_tubes,,
18/05/2026,5,15,MY1,17,Amygdalin,Control,L,R,S,3.4226,3.3365,0.0861,0,1,1,11:50,11:57,YOLO_tubes,,
18/05/2026,5,15,MY1,17,Amygdalin,Control,R,L,S,3.4946,3.3497,0.1449,0,1,1,11:50,11:57,YOLO_tubes,,
18/05/2026,5,15,MY1,18,Amygdalin,0.1mM,L,R,S,3.4564,3.3697,0.0867,0,1,1,11:50,11:57,YOLO_tubes,,
18/05/2026,5,15,MY1,18,Amygdalin,0.1mM,R,L,0.1mM,3.2397,3.1785,0.0612,0,1,1,11:50,11:57,YOLO_tubes,,
18/05/2026,5,15,MY1,19,Amygdalin,5mM,L,R,5mM,NA,NA,NA,NA,0,1,11:50,11:57,YOLO_tubes,,
18/05/2026,5,15,MY1,19,Amygdalin,5mM,R,L,S,NA,NA,NA,NA,0,1,11:50,11:57,YOLO_tubes,,
18/05/2026,5,15,MY1,20,Amygdalin,2.5mM,L,R,2.5mM,3.3253,3.2499,0.0754,0,1,1,11:50,11:57,YOLO_tubes,,
18/05/2026,5,15,MY1,20,Amygdalin,2.5mM,R,L,S,3.2355,3.1864,0.0491,0,1,1,11:50,11:57,YOLO_tubes,,
19/05/2026,4,16,MY1,1,Amygdalin,2.5mM,L,R,2.5mM,3.3394,3.2499,0.0895,1,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,4,16,MY1,1,Amygdalin,2.5mM,R,L,S,3.3872,3.0854,0.3018,1,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,4,16,MY1,2,Amygdalin,0.1mM,L,R,0.1mM,3.2679,3.0493,0.2186,1,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,4,16,MY1,2,Amygdalin,0.1mM,R,L,S,3.3581,3.2115,0.1466,1,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,4,16,MY1,3,Amygdalin,Control,L,R,S,3.4003,3.2476,0.1527,1,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,4,16,MY1,3,Amygdalin,Control,R,L,S,3.4179,3.2645,0.1534,1,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,4,16,MY1,4,Amygdalin,0.5mM,L,R,S,3.4545,3.1832,0.2713,1,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,4,16,MY1,4,Amygdalin,0.5mM,R,L,0.5mM,3.3249,3.1883,0.1366,1,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,4,16,MY1,5,Amygdalin,5mM,L,R,S,3.426,3.2814,0.1446,0,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,4,16,MY1,5,Amygdalin,5mM,R,L,5mM,3.3769,3.3129,0.064,0,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,4,16,MY1,6,Amygdalin,2.5mM,L,R,2.5mM,3.2451,3.1446,0.1005,1,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,4,16,MY1,6,Amygdalin,2.5mM,R,L,S,3.4113,3.1329,0.2784,1,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,4,16,MY1,7,Amygdalin,0.5mM,L,R,S,3.3578,3.1057,0.2521,1,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,4,16,MY1,7,Amygdalin,0.5mM,R,L,0.5mM,3.3815,3.2217,0.1598,1,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,4,16,MY1,8,Amygdalin,0.1mM,L,R,S,3.4127,3.3108,0.1019,0,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,4,16,MY1,8,Amygdalin,0.1mM,R,L,0.1mM,3.3178,3.238,0.0798,0,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,4,16,MY1,9,Amygdalin,Control,L,R,S,3.4425,3.3314,0.1111,1,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,4,16,MY1,9,Amygdalin,Control,R,L,S,3.3598,3.2943,0.0655,1,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,4,16,MY1,10,Amygdalin,5mM,L,R,5mM,3.3584,3.2431,0.1153,1,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,4,16,MY1,10,Amygdalin,5mM,R,L,S,3.3335,2.981,0.3525,1,1,1,12:10,12:30,YOLO_tubes,,
19/05/2026,5,17,MY1,11,Amygdalin,2.5mM,L,R,2.5mM,3.2911,3.2513,0.0398,1,1,1,12:50,13:05,YOLO_tubes,,
19/05/2026,5,17,MY1,11,Amygdalin,2.5mM,R,L,S,3.2787,3.2255,0.0532,1,1,1,12:50,13:05,YOLO_tubes,,
19/05/2026,5,17,MY1,12,Amygdalin,0.1mM,L,R,S,3.2856,3.2208,0.0648,1,1,1,12:50,13:05,YOLO_tubes,,
19/05/2026,5,17,MY1,12,Amygdalin,0.1mM,R,L,0.1mM,3.4009,3.365,0.0359,1,1,1,12:50,13:05,YOLO_tubes,,
19/05/2026,5,17,MY1,13,Amygdalin,0.5mM,L,R,S,3.3275,3.2911,0.0364,1,1,1,12:50,13:05,YOLO_tubes,,
19/05/2026,5,17,MY1,13,Amygdalin,0.5mM,R,L,0.5mM,3.3407,3.2844,0.0563,1,1,1,12:50,13:05,YOLO_tubes,,
19/05/2026,5,17,MY1,14,Amygdalin,Control,L,R,S,3.3465,3.3027,0.0438,1,1,1,12:50,13:05,YOLO_tubes,,
19/05/2026,5,17,MY1,14,Amygdalin,Control,R,L,S,3.286,3.2369,0.0491,1,1,1,12:50,13:05,YOLO_tubes,,
19/05/2026,5,17,MY1,15,Amygdalin,5mM,L,R,5mM,3.359,3.3083,0.0507,1,1,1,12:50,13:05,YOLO_tubes,,
19/05/2026,5,17,MY1,15,Amygdalin,5mM,R,L,S,3.2686,3.1876,0.081,1,1,1,12:50,13:05,YOLO_tubes,,
19/05/2026,5,17,MY1,16,Amygdalin,5mM,L,R,S,3.2328,3.1893,0.0435,1,1,1,12:50,13:05,YOLO_tubes,,
19/05/2026,5,17,MY1,16,Amygdalin,5mM,R,L,5mM,3.2562,3.185,0.0712,1,1,1,12:50,13:05,YOLO_tubes,,
19/05/2026,5,17,MY1,17,Amygdalin,0.5mM,L,R,S,3.3905,3.3491,0.0414,1,1,1,12:50,13:05,YOLO_tubes,,
19/05/2026,5,17,MY1,17,Amygdalin,0.5mM,R,L,0.5mM,3.3975,3.3344,0.0631,1,1,1,12:50,13:05,YOLO_tubes,,
19/05/2026,5,17,MY1,18,Amygdalin,0.1mM,L,R,0.1mM,3.3251,3.2795,0.0456,1,1,1,12:50,13:05,YOLO_tubes,,
19/05/2026,5,17,MY1,18,Amygdalin,0.1mM,R,L,S,3.3622,3.2963,0.0659,1,1,1,12:50,13:05,YOLO_tubes,,
19/05/2026,5,17,MY1,19,Amygdalin,2.5mM,L,R,2.5mM,NA,,NA,NA,0,1,12:50,13:05,YOLO_tubes,,
19/05/2026,5,17,MY1,19,Amygdalin,2.5mM,R,L,S,NA,,NA,NA,0,1,12:50,13:05,YOLO_tubes,,
19/05/2026,5,17,MY1,20,Amygdalin,Control,L,R,S,3.2183,3.1782,0.0401,1,1,1,12:50,13:05,YOLO_tubes,,
19/05/2026,5,17,MY1,20,Amygdalin,Control,R,L,S,3.3656,3.2938,0.0718,1,1,1,12:50,13:05,YOLO_tubes,,
20/05/2026,4,18,MY1,1,Amygdalin,0.5mM,L,R,0.5mM,3.3185,3.0931,0.2254,1,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,4,18,MY1,1,Amygdalin,0.5mM,R,L,S,3.363,2.4587,0.9043,1,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,4,18,MY1,2,Amygdalin,Control,L,R,S,3.2768,3.035,0.2418,1,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,4,18,MY1,2,Amygdalin,Control,R,L,S,3.3311,3.1107,0.2204,1,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,4,18,MY1,3,Amygdalin,5mM,L,R,5mM,3.4217,3.2789,0.1428,1,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,4,18,MY1,3,Amygdalin,5mM,R,L,S,3.3047,3.1203,0.1844,1,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,4,18,MY1,4,Amygdalin,2.5mM,L,R,S,3.339,3.2546,0.0844,1,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,4,18,MY1,4,Amygdalin,2.5mM,R,L,2.5mM,3.2872,3.0341,0.2531,1,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,4,18,MY1,5,Amygdalin,0.1mM,L,R,S,3.3651,3.0513,0.3138,1,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,4,18,MY1,5,Amygdalin,0.1mM,R,L,0.1mM,3.3372,3.1323,0.2049,1,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,4,18,MY1,6,Amygdalin,5mM,L,R,5mM,3.372,3.2057,0.1663,1,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,4,18,MY1,6,Amygdalin,5mM,R,L,S,3.3957,3.124,0.2717,1,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,4,18,MY1,7,Amygdalin,Control,L,R,S,3.3558,3.286,0.0698,1,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,4,18,MY1,7,Amygdalin,Control,R,L,S,3.3925,3.2839,0.1086,0,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,4,18,MY1,8,Amygdalin,0.1mM,L,R,S,3.3765,3.2811,0.0954,0,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,4,18,MY1,8,Amygdalin,0.1mM,R,L,0.1mM,3.4479,3.3476,0.1003,1,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,4,18,MY1,9,Amygdalin,0.5mM,L,R,0.5mM,3.3993,3.285,0.1143,1,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,4,18,MY1,9,Amygdalin,0.5mM,R,L,S,3.3606,3.0662,0.2944,1,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,4,18,MY1,10,Amygdalin,2.5mM,L,R,2.5mM,3.2512,3.0696,0.1816,1,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,4,18,MY1,10,Amygdalin,2.5mM,R,L,S,3.2509,3.0216,0.2293,1,1,1,13:30,13:31,YOLO_tubes,,
20/05/2026,5,19,MY1,11,Amygdalin,2.5mM,L,R,2.5mM,3.3084,3.2508,0.0576,0,1,1,13:50,14:00,YOLO_tubes,,
20/05/2026,5,19,MY4,11,Amygdalin,2.5mM,R,L,S,3.2476,3.1756,0.072,0,1,1,13:50,14:00,YOLO_tubes,,
